sentiment,text
3,"Prijepodne; stanje pripravnosti, poslijepodne;ne treba širiti paniku#korona"
2,Kakva #dobravijest Karlovčani i Dugorešani negativni na #coronavirus Vraćaju se iz Rijeke kući url
3,"user Jedan od simptoma korone je i proljev, očito se spremaju da se zaraze"
0,"Karlovački radnici nemaju koronavirus - dečki u Italiju uopće nisu došli raditi, a na pregledu su sami inzistirali url"
1,U toj globalnoj društvenoj konfrotaciji cilj je iskljućivo ovaj:Nestanak opozitnog svijetonazora-protuteže besmislu Način:nositelje takvog svijetonazora gurnuti u društvenu izolaciju Dakle osuda na tiho umiranje(ima i razlog za to)
1,"Živio sam u Crnoj Gori kada je došla variola. Živio sam u Gabonu kada je došla ebola. I tako još nekoliko puta, malo tu, malo tamo. Ovaj koronavirus ne brojim. Treba se paziti ali bez panike. Ipak je to kao i obična gripa. url"
1,Bolesnima su potrebne zaštitne maske da nebi druge zarazili. Zdravima one ne trebaju i ne mogu im pomoći.
0,"Život s virusima Što je to u bobicama bazge što uništava viruse otkrila nam je virologinja, Madeleine Mumcuoglu, s izraelskog Hadassah-Hebrew University Medical Centre. Ona je ustvrdila da bobice bazge imaju... url"
0,"„Devastirajući efekti koronavirusa odrazit će se i na turizam RH kako u procesu zapošljavanja radne snage koja je i tako u deficitu, tako i na booking turističkih aranžmana..."" Više na: "" 2 url"
0,Korona virus stigao je kod nas: Prvi slučaj potvrdili u Zagrebu url putem korisnika/ce user
0,banke javljaju da je veliki broj građana kupovinom zaliha hrane ušao u korona minus
1,"ZLOČESTA I NEHUMANA OBJAVA: Novinarka Hine, zbog spaljenog krnje u Imotskom, Hrvatima poželjela obilje korona virusa i nestašicu maski url"
0,Korona virus mutirao i počeo se prenositi velikom brzinom 2 url
1,E u tu čast izbacujemo 2 antivirusne ampulice. Fireball i C4 u limovima krajem tjedna! #DoziviHmelj #PivomProtivCorone #LjudiPijteAlkohol url
1,"user Paniku dižu mediji jer im je to u interesu zbog čitanosti, gledanosti i klikova. A s virusima se nikad ne zna, naročito s novim virusima. Oprez nije naodmet."
3,"Britney je preživjela 2007., i mi ćemo koronu. url #coronavirus"
0,Kako to Švabo radi: na konferenciji koja počinje krajem ožujka dobit ćemo svi po flašicu gela za dezinfekciju i nema rukovanja ;) url
3,Maska odbija virus kao što tange pokrivaju dupe (kineska poslovica)
1,Što ako se koronavirus proglasi pandemijom? Ne želimo pokrenuti lavinu paničnog skladištenja ako će 95% stanovništva bolest doživjeti kao laganu prehladu - url #vijesti #hrvatska url
3,Napada li korona virus više partizane ili ustaše?
1,"*Ne nasjedajte na prevare i bez panike* Dezinformacije o vitaminu C kao lijeku za #Koronavirus fact-checkeri bilježe diljem svijeta, iako za to - nema znanstvenih dokaza #faktograf #samočinjenice url"
1,ŠIRE SE LAŽNE OBAVIJESTI Brojni Splićani doznali da su bili u neposrednom kontaktu s osobom zaraženom koronavirusom url
0,Postoji potpuno prirodna zaštita od korona virusa. Jedan dodatak prehrani pomaže kod korona virusa COVID-19 - Moj-artritis Zajednica - url
1,"url Nijedna medijska kuća osim N1 nije objavila izjavu i situaciju vezanu za #grupaBorg. Tko zna po koji put, samo N1... Kako to user ? Kako to... Za neke je korona virus dobrodošao, za senzacionalizam i jos neke unaprijed propale eksperimente ;)"
3,Prije će me ubit smrad češnjaka po tramvajima nego corona virus :nauseated_face::nauseated_face:
3,"user Svi u izolaciju. Iz vana vrata zalemat, ako nisu kupili brašno ko im je kriv. :black_flag::skull_and_crossbones:"
1,"Ove maske i dezinfekcijska sredstva i sve te gluposti su praznovjerje. Molite dovoljno svakog dana za sebe i svoje bližnje i ne trebate se bojati nikakve korone ili gripe. Ako ste u prilici otići do Marijanskog svetišta, ispovijediti se, pričestiti i zapaliti svijeću, to bolje."
3,"Ako posljedica ovog korona virusa bude da se ljudi u ZG počnu više prati i koristiti higijenske potrepštine pa u tramvajima ne bude smrdjelo k'o u lovačkoj torbi, to će biti milenijski civilizacijski kvantni skok."
3,legla bi mi jebački jedna kućna izolacija do proljeća.
0,"Domaće putničke agencije trenutno bilježe manju potražnju putovanja i domaćih i stranih putnika, a zbog situacije sa širenjem koronavirusa, i turistička predsezona bi mogla biti u problemu zbog nesigurnosti i straha od putovanja. 2 url"
3,"Koja je najcesca vijest na Indexu zadnjih godina? Ne, nisu to politicari ili virusi,to je sto je danas jela, je li prdnula,sta misli njen muž by Ella Dvornik. Drzim placeno...jer inace cemu? Vijest nisu..."
1,Trump optužio CNN i demokratske protivnike da šire paniku zbog pojave koronavirusa: Nadamo se da će se prepoznati i hrvatski mediji i političari url
0,"Hannover Messe 2020 (bivši CeBIT) će se održati bez obzira na korona virus, kaže Deutsche Messe AG, evo detalja ... :backhand_index_pointing_right: url :backhand_index_pointing_down: #technology #business #marketing #racunalo #croatia #smartphone #hrvatska"
1,"Jebala vas korona, sad svi na WC-u peru ruke po 5 minuta, gužva nemreš prići, upišah se živ, a nisam na dejtu."
1,ovaj šef zavoda za javno zdravstvo traži od medija da ne pišu o propustima u sanitarnim kontrolama na granici vezano za koronavirus.... haloooo
1,"""Najsmešniji virus u istoriji čovečanstva"" i estrogen koji žene štiti od virusa. Pa ovaj naš stožer djeluje kao CDC+WHO na steroidima naspram ove komunikacijske strategije nedizanja panike. #koronavirus url"
1,"Tko god se vozi na motu ""ideje naše, benzin vaš"", mali crni labud zvana korona može biti katalizator za naknadna događanja koja se zovu raznim nazivima. Često ga zovu ""default"". Možda se to može i spriječiti... url"
1,Kako stojimo s listama čekanja u zdravstvu? Ili dugovima prema veledrogerijama? Nestalo važnih pitanja! #coronavirus #coronarules
1,"Slaven Letica optužuje ministre željne slave: Božinović i Beroš glavni su ""proizvođači"" panike oko koronavirusa url"
1,"Ništa nismo naučili iz rata. Izvještavamo o tome koji će objekti biti centri za karantenu i unaprijed ih tagiramo. Po meni nepromišljeno, ali šta ja znam. Zna Pavle bolje."
0,U Banskim dvorima održan sastanak Nacionalnog stožera za civilnu zaštitu :right_arrow: url #Ravnateljstvocivilnezaštite #StožercivilnezaštiteRH #coronavirus url
1,"Najbitnija lekcija u vezi korone - ne treba se bojati virusa, već ljudi*. *njihove gluposti/neznanja, panike, rasizma i u konačnici oportunizma. url"
3,"Škola za život preimenovana u - Sapun za život. Hvala ti korona viruse. P.S. Još uvijek ne mogu doći sebi od vijesti kako u većini škola nema tekućeg sapuna, tople vode, ručnika, kako djeca ne znaju pravilno prati ruke... :( url"
1,Iskrena zahvala svima koji su prekjučer napravili robne zalihe pa danas nema gužve u dućanima za nas koji smo na lakoćemo modu #coronavirus #COVID2019 #COVIDー19
1,"Večeras scena, ja u birtiji i padne nekom torba i to jako zaruzi i ja viknem evo neko opal od Koronavirusa i cijela birtija se smijala :face_with_tears_of_joy::face_with_tears_of_joy:"
1,"user Molim FaktografHR da angažira nekog razumnog profesora matematike da provjeri računicu iz ""Infografika o koronavirusu uz status znanstvenika Igora Štagljara"""
1,"Otprilike 99.99% poruka oboljelih od korona virusa je glasilo: - Mama, ne brini se, dobro sam! A otprilike 0.01 oboljelih su u inbox poslali link na pjesmu D. Mirković ""Umirem, majko, umirem""... :beaming_face_with_smiling_eyes:"
1,"Branko Mijic: Korona, korona, vikala su djeca za kineskom turistkinjom gađajuci je kamenjem i tvrdim predmetima u Rijeci, ispred katedrale.. ..Korona, pederi, pa zasto ne, Zidovi, Srbi, komunjare i Jugoslaveni.. .. Koronavirus je zaista bezazlen, smrtonosan je samo virus morona"
1,"Vidim naslove idućih mjeseci. ""Obolio 1532. Hrvat od koronavirusa... Obolio 1533. Hrvat od koronavirusa...Obolio 7899. Hrvat od koronavirusa... Obolio jubilarni desettisućiti Hrvat od koronavirusa..."". Njemu smo dali toster."
0,"Večeras širimo virus ""crni metal""! Satnica: 21:00 vrata, 21:30 Iffernet, 22:30 Corpse Grinder, 23:30 Turia Upad: 40 kn Nakon giga ide black metal slušaona. :sign_of_the_horns::skull: Info: 2 url"
0,"3 user Riječ je o tome da promjenama u doticaj dolaze vrste koje prije nisu bile u doticaju te je isto na mikro razini, scenarij je da se poklopi zarazan i smrtonosan virus"
0,"Brojevi telefona dežurnih epidemioloških službi u Hrvatskoj, po županijama #coronavirus url"
1,user Sin joj se vratio iz Milana gdje je u tom trenu bila potvrđen virus. Radi predostoržnosti bolje da je ostala. Što biste rekli da je otišla taj dan na posao? Vjerojatno da je neodgovorna. Preprozirni ste!!!
3,Umoran sam. Ovaj Korona virus šta drugi imaju me izmorio totalno.
1,"Korona virus - što je to, mjere zaštite i prevencija Posljednjih mjeseci intenzivno čitamo o novom soju koronavirusa. Medijima se šire brojne informacije, nerijetko polovične i pogrešne, stoga vam na jednome mjestu... url"
0,Koronavirus u tjednu srušio burze najviše od 2008. godine url
3,"Pandemija opasnog virusa, meteoriti, izbjeglički val, rasuti HDZ na vlasti,... živimo u stvarno divnom vremenu. #2020 url"
0,user Pa zarazna se nekad zvala kužna bolnica
3,Moj najveći strah od korona virusa je taj da se obustave user kuku meni:grimacing_face::grimacing_face::grimacing_face::grimacing_face:
1,Dora bi se trebala održavati svaki dan dok ovaj virus ne nestane.
1,"Laički gledano situacija s korona virusom i snagom medija se može usporediti sa situacijom u Agrokor 2017e.Ovih dana svi mediji prenose vijest o gospodarskom padu (usporavanju) azijskih zemalja, url"
0,"Ministar Beroš: Ne znamo kako će se virus dalje ponašati, za očekivati je da će on s mutacijama slabiti url via user"
1,Veliki problem! Dvije trećine hrvatskih tvrtki već osjeća posljedice koronavirusa na poslovanje - url 7 user url
0,"ZAGREB - Anketa Hrvatske gospodarske komore (HGK) pokazala je da dvije trećine (66 posto) hrvatskih tvrtki već osjeća negativne posljedice situacije s korona virusom na svom poslovanju, a više od polovice njih (53 posto) je izjavilo da im je pao promet. url"
1,"4 user Podsjetnik na viruse i bakterije. Moj komentar odnosi se na ljudski život, a vi o virusima i baterijama . Ja u kope, a vi u špade! url"
0,"#vicevi za novi tjedan pun koronavirusa i migranata :) Mujo i trčanje za autobusom, url"
1,"Što ako se Corona virus raširi među izbjeglicama koje su na granici između Grčke i Turske. Tamo nema karentene. Nikia nije briga za te ljude. Ako i jedan pobere Coronu, svi su je pobrali."
3,...i još jedna osoba zaražena koronavirusom...:face_with_medical_mask: url
1,"Premijerov koalicijskih partner poručuje djeci da peru ruke lugom od drveta jer novaca za sapune u školama ""nema"". I gosp.Bandiću, nema to veze s koronavirusom, to je osnovna higijena koju su država i grad dužni omogućiti djeci. 2 url"
0,"Pitam frendicu jel idemo na koncert Bajage za vikend, ona se počela nešto izmotavati i na kraju prizna da neće zbog straha od virusa, kaže hrpa ljudi nagurana u dvorani, ne želi... Iako uopće do sada nisam razmišljala u tom pravcu, moram priznati da sam se i ja malo zamislila..."
1,"Bernardić govori o nekoj pravednosti iza izbora koje misli dobiti,aPeđi Grbinu i dr. još uvijek drži dio sudpenzije drži te sposobne i poštene ljude u izolaciji.Osobna popularnost užasna Sve upućuje na njegov egoizam i vlastohlepivost . Izbore može igubiti samo zbog svog ega!!"
3,Svetište Lurd: Zbog koronavirusa zatvoreni bazeni s ljekovitom vodom url
3,user Možda je korona
3,"Dobro jutro twitterburg, ima li novih #koronaša url"
3,Naknada HZZO od 4.200 kn za vrijeme izolacije sigurno će svakoga sa plaćom iznad 5.000 kn potaknuti na odgovornost prema sebi i drugima. #Covid_19 #coronaviruscroatia
0,"Sinoć u HKDu u Rijeci. #TheMenShow i zarazni smijeh. Već u petak je Men Show u Vukovaru, a u nedjelju, na Dan žena u Osijeku. #standup #comedy #comedian @ Hrvatski kulturni dom na Sušaku url"
0,"Zbog širenja koronavirusa u RH i susjednim zemljama, pokrenuli smo stranicu na kojoj možete doznati najnovije preporuke za gospodarstvenike u vezi sa zarazom koronavirusom Imate li primjedbu u vezi s poteškoćama u poslovanju zbog situacije, pišite nam :backhand_index_pointing_down: 2 url"
0,"Očne mrene su po učestalosti drugi uzrok sljepoće kod pasa. Koji su simptomi, dijagnoza i kako se može liječiti? Više informacija na url #trebaznati #dobrojeznati #veterinarskaambulanta #veterinarmarkovic #ocnamrena #katarakta url"
1,"Pitali ste se kako to da je Coronavirus nakon Kine, najjače buknuo u Iranu, ipak na neki način izoliranoj zemlji? #darwinsgame 2 url"
0,Dvije trećine naših tvrtki već osjeća posljedice koronavirusa na poslovanje Evo što su poduzetnici rekli :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down: url
0,:information:Prevencija je u slučaju #coronavirus ključna te molimo građane da se pridržavaju smjernica i uputa koje svakodnevno ažuriramo:lotion_bottle::potable_water: :right_arrow: url
3,user korona ne impresionira. znači li to da opet ima brašna u dućanima? :grinning_squinting_face:
1,Zahvalni user i prijateljskim nacijama za solidarnost u borbi protiv #COVID19 - usprkos SAD #ekonomskom terorizmu koji ugožava iranske bolesnike. Hitna potreba Irana za: -N95 maske -ICU Ventilatori -kirurška odjela -coronavirus setovi za testiranje -PPF -zaštite za lice/tijelo url
3,"Plenki je prije koji mjesec trljao ruke jer je garant mislio da će kao premijer presjedavajuće članice dobiti ++ na izborima, možda i neka foteljicu u institucijama EU. Kad ono: - corona - imigranti u Grčkoj - Brexit - unutarstranački izbori #nijelako"
0,Prijevoznici protiv karantena za vozače koji voze iz inozemstva url
0,Partijaneri se ne boje koronavirusa. Prodaja karata za događanja u Hrvatskoj ne jenjava kažu u Entriju url
0,:pushpin:Priopćenje za medije Stožera civilne zaštite Republike Hrvatske od 3. ožujka 2020.:right_arrow: url #StožercivilnezaštiteRH #coronavirus
3,"Turska šalje migrante, Kina šalje virus, svemir šalje meteor. A mi? Mi šaljemo Kedžu na Eurosong!"
0,"BORBA PROTIV KORONAVIRUSA 'Pranje ruku spasilo je više života od antibiotika, a za sve u samoizolaciji otvorena je linija za pomoć' url"
3,gradacija stupnjeva opasnosti za radikalizaciju u hrvatskom društvu: korona virus<novi migrantski val<škoro
0,user Pametno. Lombardija je kritična i moglo ga je slati po karantenama.
0,:red_exclamation_mark:Ponavljamo :pushpin:Mjere prevencije od #coronavirus na:right_arrow: url Samo zajedničkim naporima možemo doprinijeti održanju ove relativno mirne epidemiološke situacije koju imamo sada u Hrvatskoj:flexed_biceps_light_skin_tone: #StožercivilnezaštiteRH
1,"user Rekla bi moja doktorica: ""Piti dosta tekućine, po potrebi uključiti paracetamob."" Mislim se u sebi imao sam i ja biologiju u školi. :rolling_on_the_floor_laughing:"
0,"ZAGREB - Situacija s koronavirusom i novom izbjegličkom krizom sigurno može utjecati na hrvatski turizam, ali mislim da ćemo se znati i tome oduprijeti, izjavio je u srijedu ministar turizma Gari Cappelli uoči užeg kabineta Vlade. url"
0,"BRUXELLES - Službenik Europske obrambene agencije, koji je boravio u Italiji, zaražen je koronovirusom, potvrdila je u srijedu Europska komisija. Riječ je o službeniku Europske obrambene agencije, čije je sjedište u Bruxellesu, ali se nalazi malo izvan europske četvrti. url"
0,":red_exclamation_mark:Slijedom velike zainteresiranosti športske javnosti u svezi postupanja oko organizacije i održavanja športskih natjecanja zbog pojave koronavirusa, user , u suradnji s Hrvatskim zavodom za javno zdravstvo, daje sljedeće priopćenje :backhand_index_pointing_right: url"
3,Ili dejting nišu #coronadating #tinder url
3,user Nemeže tebi virus ništa. Ne brini. Udri po rakiji.
1,Kloppov odgovor na pitanje o koronavirusu sve oduševio: Fantastično. Briljantan odgovor na glupo pitanje url
3,"Ministar Gari Cappelli: ""Turizam se može vrlo brzo oporaviti čim se virus zaustavi"" No shit, Sherlock! :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:"
0,"5 user Pad bilježimo u proteklih desetak dana što se tiče broja novih rezervacija, ali je važno napomenuti da nema otkaza rezervacija, a za ovu sezonu ključ će biti pokazatelji drugog dijela predsezone, od početka svibnja. #sjednicaVRH"
1,"Hr gospodarstvo u doba #coronavirus * Zadnji tj. pad od 30-40% u turizmu, kumulativno na razini prošle god. * Zadnji tj. veljače u trgovini na malo pad izdanih rn za 2,4 %, a vrijednosti za 1,3% * U turizmu i ugostiteljstvu pad iz. rn za 7%, a vrijednosti za 10% * Burze u padu"
0,"Infiltracije korjenova,tzv. blokade kralješnice,minimalno su invazivna,potpuno sigurna te učinkovita dijagnostička i terapijska procedura kod bolnih hernijacija intervertebralnih diskova LS kralješnice.Dovode do trenutnog potpunog oslobađanja boli,a učinak može trajati mjesecima. url"
3,"Reakcija srpske vlasti na korona virus pokazuje kako se vođe na Balkanu ne znaju nositi sa nečim nevidljivim, neopipljivim. Pribjegavaju ismijavanju.Inače, da korona ima stas i glas,da vidiš kako bi se svi digli i stvarno obznanili-'korona uzme 1 našeg, mi ćemo uzeti 100 njenih!'"
0,Carotenoid kompleks pomaže ojačati prirodnu obranu tvog tijela protiv virusa i bolesti. Studije pokazuju da prehrana bogata voćem i povrćem koje je bogato karotenoidima može pružiti snažne antioksidativne koristi... url
1,VIDEO Doktorica davala savjete kako spriječiti širenje virusa i onda i sama prekršila to o čemu priča! 2 url
1,"Zagrebačko psihološko društvo poziva medije da se suzdrže od svjesnog senzacionalizma, manipuliranja informacijama te ""clickbait"" naslova u izvještavanju o koronavirusu jer u protivnom podižu paniku.... #civilnodrustvo url"
0,Koronavirus zaustavio pronalazak strateškog partnera za Croatia Airlines url #CroatiaAirlines #VladaRH #croatia #aviation #coronavirus
0,Zbog situacije s koronavirusom odgađaju se javne manifestacije u Zadarskoj županiji... url
0,"Iranski veleposlanik g.Parviz Esmaeili sastao se s Verom Katalinić- Janković, pomoćnicom Ministra zdravstva i s Vedranom Krajnčevićem,savjetnikom ministra zdravlja, koji je član Nacionalnog kriznog stožera za zaštitu od Korona virusa u Hrvatskoj. url"
0,"Plenarna sjednica #EP idućeg će se tjedna iznimno održati u Bruxellesu, a ne u Strasbourgu. Odluka predsjednika #EP Davida Sassolija sasvim je opravdana i razumljiva, s obzirom na širenje korona virusa. url"
1,"-""Ukusne tropske ribe"" -Nategnuta veza između klimatskih promjena i corona virusa. -""Stručnjaci moraju slušati političare."" Loš kraj."
0,Kolekcija zaštitne opreme protiv #coronavirus url
1,Imenovali mene šefom kriznog tima ako budemo morali raditi od doma zbog korona virusa. Ima da propadnemo.
1,"Znaj Mirna, iako se bojim coronavirusa i ne podnosim duhan za tebe bih popušio šteku cigareta i otišao u Wuhan"
0,Šefica hrvatskog Stalnog predstavništva u Bruxellesu završila u samoizolaciji url #vijesti
3,"Koronavirus je baš počeo smetati! :face_with_symbols_on_mouth: Sa vedrije strane: više je vremena za treniranje - ""Homo si teć"" trčati ćemo ipak tek u rujnu! :person_running::female_sign: url"
1,"user Ma jasno mi je sve, zdravstveni sam djelatnik pa su mi poznate upute za ponašanje i mjere smanjenja rizika. Italija je ipak sad najveće žarište virusa u EU pa kod vas to ima smisla, kod nas mi se to još ipak čini pretjerano. O tonu i nastupu da ne pričam.. :person_shrugging_medium-light_skin_tone::female_sign:"
0,"user nije najsmješniji virus na svijetu, ali nije ni blizu najopasnijeg virusa ikad. dr. Rudan je među vodećim svjetskim stručnjacima za javno zdravlje, vrijedi pročitat kako argumentira da smrtnost nije veća od 1% url"
0,"Prema ADB-ovoj analizi, globalni utjecaj kretat će se u rasponu od 77 milijardi do 347 milijardi dolara url #Coronavirus #coronvirusitalia #coronaviruscroatia"
1,"user Lako za virus, al što ćemo s onima koji od njega rade cirkus?"
3,Saborski zastupnici uživaju imunitet od koronavirusa. A da im ga skinemo? 2 url
1,"Dobro jutro iz županije gdje je upravo potvrđen još jedan slučaj koronavirusa, četvrti po redu. :smiling_face_with_sunglasses:"
0,Dvanaesti slučaj zaraze koronavirusom u Hrvatskoj! 2 url
0,user za user : Pod kontrolom imamo i #coronavirus i migrantsku krizu. Na :European_Union: razini pokazali smo liderstvo u najtežim pitanjima! Ovakvu ulogu :Croatia: na europskoj sceni nikada nije imala. (1/2) url
1,"user Baš tako, a meni su najdraži oni koji epidemiolozima i liječnicima idu pojašnjavati stvari, statistiku, grafove i bit svega. Okruženi smo genijalcima!:OK_hand_medium-light_skin_tone:"
0,":pushpin:Iz Klinike za infektivne bolesti ""Dr. Fran Mihaljević"" u Zagrebu, potvrđena je još jedna oboljela osoba novim #coronavirus, što znači da je do sada u Republici Hrvatskoj potvrđeno 12 oboljelih osoba. Više na :right_arrow: url"
1,"Bugarska i Cipar su jedna država? U tim zemljama tvrde da nemaju coronavirus. user , provjerite ono što vam šalje 2 user , ukinite pretplatu na Hinu, griješe stalno. url"
1,"Živim u top žarištu koronavirusa na svijetu. 4 zaražene osobe u Vž na 40.000 stanovnika je statistički isto kao da ih u Kini ima 140.000. A nema ih! Samo ih je ukupno bilo 80.000 do sada! ""Izvadit' ću bocu za posebne prilike, lipo se cvrcnit"" i ubit coronu url"
1,Kako ćete Amere zadržati u striktnoj karanteni ? Ekipa je ipak naoružana utokama...
0,"user ""Broj osoba koje su pod aktivnim zdravstvenim nadzorom, odnosno u samoizolaciji, je u Varaždinskoj županiji sada više od 150."" url"
1,"user Bit će i onih zaraženih bez simptoma, koji će bježati od izolacije jer ""nije mi ništa""..."
1,"Nova skupina slučajeva virusne upale pluća koja potiče iz Wuhana u Kini obilježava treći put u 20 godina da je član velike obitelji koronavirusa skočio sa životinja na ljude i izazvao epidemiju. DA LI SMO MU I MI POMOGLI,MISLIM LABARATORIJSKI???"
3,user I virusi se uplaše i pobjegnu
0,"Ekipa KAportala u Sloveniji: Zdravstveni dom Metlika zatvoren i u izolaciji, preporučeno otkazivanje javnih okupljanja, uključujući i rođendane url"
0,Božinović se rukovao s veleposlanicom Andrassy koja je u samoizolaciji: Je li i on trebao biti u karanteni? url
1,"hodočasnici iz Rijeke su u Izraelu, 'pobjegli' su i iz Betlehema u kojem je identificirano više zaraženih #coronavirus , vraćaju se ranije, izvanrednim letom natrag. user bilo bi možda dobro staviti ih u samoizolaciju za svaki slučaj #samokažem"
0,"#pregledtjedna nedjeljom > tjedan su obilježile dezinformacije o migrantima i izbjeglicama, koronavirusu i 5G mreži, međusobne optužbe pretendenata na vodeće funkcije u HDZ-u, kao i prekršeno predizborno obećanje o uvođenju nacionalne mirovine #faktograf url"
0,U Vukovarsko-srijemskoj nema zabilježenih slučajeva pojave koronavirusa: ODRŽANA SJEDNICA STOŽERA CIVILNE ZAŠTITE;... 2 url
0,Zašto je širenje #coronavirus potrebno usporiti? Zato da zadržimo broj oboljelih u svakom trenutku unutar bolničkih kapaciteta. Izvrstan graf! url
1,"𝗗osta više straha, panike, virusa, masona i politike. 𝗔jmo danas svi odlučiti da je baš odličan dan! :sun_with_face: 𝗡ova pjesma #hejsanjalice KLOŠARENILO X ELEMENTAL url"
0,":pushpin:Novi plakat za javne prostore preuzmite:right_arrow: url :red_exclamation_mark:Pridržavanjem preporučenih mjera građani čuvaju svoje zdravlje i zdravlje članova svojih obitelji, suradnika i sugrađana te se značajno sprječava širenje novog #coronavirus u Hrvatskoj. #StožercivilnezaštiteRH"
0,Danas kreće plenarna sjednica koja će se ovoga puta iznimno održati u Bruxellesu. Popis svih tema: :right_arrow: Dugoročni proračun :euro_banknote: :right_arrow: Zakon o klimi :globe_showing_Asia-Australia: :right_arrow: Korona virus :petri_dish: Više detalja :down_arrow: url
0,"Zbog opasnosti od širenja koronavirusa, ove godine neće biti turnira u Indian Wellsu, koji su trebali početi ovog tjedna. #BNPParibasOpen #ATPWorldTour #WTATour #IndianWells url"
1,Iz moje firme dvoje ljudi je prije 9 mj dalo otkaz i otišlo raditi u Bruxelles i od tada ih nitko nije vidio ni čuo. U Bruxellesu su radili u zgradi pored zgrade u kojoj je otkriven korona virus a u mojoj firmi su danas organizirali hitni sastanak glede toga??? Igraju se posla
3,"Kuriozitet! U Hrvatskoj pale sve dionice, raste dionica Badela! Što ljudi računaju da će alkoholom rješavati koronavirus? :)"
0,Zbog koronavirusa u Italiji se neće javno slaviti svete mise sve do 3. travnja url
0,"Slovenci uvode mjere pomoći za gospodarstvo zbog koronavirusa - odgoda poreznih plaćanja, državna jamstva, kreditne linije za likvidnost... Nakon što je cijeli zdravstveni sustav u HR pokazao da se dobro nosi s krizom, sada su na redu gospodarski resori user url"
3,user Što nemaju pokretne karantene? Zapečatiš vozača unutra i vozi!
3,Jedva čekam kad se počnu prodavati svi AirBnB stanovi po svijetu #worldwidecorona
0,"Plenković and heads of Cyprus, Israel, Romania, Italy, Austria, Hungary and Bulgaria hold conference call to discuss efforts to fight the coronavirus. url"
3,Škoro se požalio da mu je do sada HDZ zabranjivao koncerte: Sada bi to mogao biti koronavirus url
0,Njemci najavili pomoć za poduzetnike pogođene koronavirusom url
0,kako do plaće ako ste u izolaciji? url
3,"Moli se stožer za borbu protiv korona virusa da ne ukida okupljanja u zatvorenim prostorima, jer ako ukinu koncert parnog valjka, nećemo ih se više nikad riješiti. Hvala, uprava!"
1,"user Da, očekivala se korekcija, ali ovo prerasta u krizu od najmanje jednog kvartala možda čak i pola godine dok se opet sve posloži. Pratim vijesti s različitih strana i zaključujem da će biti većih poremećaja u nekim gospodarskim sektorima zbog karantena kako bi se zaustavio virus."
3,"""Svatko zna da voda čisti i da sebi ne sadržava nikakve viruse, ni obična, a kamoli blagoslovljena. Ali demonu smeta blagoslovljena voda jer ona je moćno sredstvo protiv demona i njegovih moći, pa i protiv moći koronavirusa"" ~ Fra Bože Radoš :face_with_tears_of_joy:"
1,"Čudan osjećaj zbog zatvaranja Italije. Streslo me. Razum govori da je sve to mjera predostrožnosti i da će biti ok, a tijelo se naježilo. #koronavirus #životufilmukatastrofe"
0,"user Sada dionice padaju zbog straha, a kasnije će zbog realnih posljedica. Dno ovisi o brzini stavljanja virusa pod kontrolu. To je izgledni scenario, ali ne za sve gospodarske grane i ne za sve kompanije."
1,"#Conte je jedan odgovoran, odmjeren, sposoban lider koji teška srca suspendira prava i slobode i poziva na odricanja, ali samo u ime većeg dobra - dobrobiti države nacije. Za #Salvini bi za istu stvar već bili sastavili skelu na famoznom Piazzale Loretu. url"
0,Vatican News: Zbog koronavirusa prvi put u povijesti u cijeloj Italiji otkazana misna slavlja...Pokopi se smiju održavati samo u uskom krugu obitelji na groblju... - 2 url
1,"user Nije prva epidemija u svijetu. Prenamjena odjela. Razumijem da je broj ležajeva problem, ali staviti cijelu zemlju u karantenu je suludo"
1,"Dobro jutro tweet lajna, evo mene u pogonu 220 Dugave - Gl. Kol - Dugave ... Toplo se nadam da ću proći bez #coronavirus Čula sam da je 650 talijana prešlo RH granicu te da je u Italiji preko 8 tis. žaraženih Pa su mediji pisali da neće raditi dućani i super marketi. Istina?"
0,Koronavirus stigao do vrha američke politike: Je li ugrožen i Donald Trump? url
1,user Oni jesu. Problem je što nitko na zapadu neće provesti tako rigorozne karantene i nadzor ljudi
1,Kako vjerske institucije još nisu shvatile da je koronavirus božja kazna za neprihvaćanje migranata?
1,"user jer naletio sam na ovaj tvit i čini mi se da ako je tako da je najbolje da proglase karantenu odmah i u nas, jer je sve ostalo prekasno? - url -"
3,"Škola za život, China edition: Kineski klinci u karanteni imaju nastavu preko aplikacije, pa su je ubili. Izbacili su je s App Storea lošim recenzijama url via user"
0,"Obavještavamo sve zainteresirane kako su sajmovi Place2go i VIROEXPO odlukom organizatora i sukladno preporukama Nacionalnog stožera civilne zaštite vezano uz nove okolnosti oko širenja koronavirusa (COVID-19) odgođeni, a novi datumi će biti objavljeni uskoro."
0,HRVATSKI nogometni savez danas bi trebao odlučiti što će biti s utakmicama HNL-a zbog opasnosti od širenja koronavirusa. Nacionalni stožer civilne zaštite preporučio je ograničavanje broja gledatelja na sportskim borilištima i da se obustave svi događaj... url
0,user samoizolacija VS preporučeni boravak na otvorenom
0,"EU pomorstvo: jedan od najvećih izazova, uz akutan problem s koronavirusom, je smanjenje onečišćenja. S europske konferencije o pomorstvu u Opatiji više na: 2 url"
