tweetid,sentiment
1248533712066752512,0
1248536363215065088,1
1248541456823918336,0
1248543421050077184,2
1248543710398349312,0
1248544785381691136,0
1248546320639504384,0
1248547510345445120,1
1248551524609003520,0
1248551528492945408,0
1248552431975366656,0
1248555006535614464,0
1248560148429172736,0
1248564368469622784,1
1248566164466348032,1
1248567904410505216,1
1248568837873831936,0
1248569690869370880,1
1248571745327616000,0
1248576881399643904,1
1248582048761229312,1
1248583046581886720,0
1248585754168753920,0
1248593557193216000,0
1248596144604790784,2
1248598043135533056,1
1248601410972856320,0
1248606229858930688,1
1248607692324613888,1
1248618524643188736,1
1248633754748358656,0
1248636524121468928,1
1248637965070458880,0
1248638203634032640,1
1248640207949385728,1
1248642672811794432,0
1248656023252021248,0
1248659803976630272,0
1248671020216725504,1
1248673282020294656,1
1248673549650444288,1
1248676975872552704,1
1248691451044794368,3
1248694275971461120,0
1248696282010574848,1
1248700348212092928,1
1248700684331032320,0
1248705950695002112,3
1248828307350499328,0
1248844136024805120,1
1248901279390326784,1
1248926830784065536,1
1248947589413842688,1
1248948411489038336,0
1248959392004878336,2
1248960714250883072,0
1248963278996410368,0
1248967840440385536,1
1248970186100703232,0
1248979290470919936,0
1248996526191451904,1
1249002492987355136,2
1249005887047467008,0
1249026342424887296,2
1249028842406268928,0
1249029781653511936,1
1249060921009463296,1
1249063975180009472,0
1249068117910794240,0
1249100761901883136,1
1249129859395321856,0
1249200786665623552,1
1249216332824018688,0
1249221877974863872,0
1249230839155773440,0
1249231635591110656,1
1249233036735967232,2
1249238718239723520,1
1249246561072226304,2
1249249322778210304,0
1249251393845821440,1
1249252188360257536,1
1249253514582392832,0
1249256264376487936,2
1249275029252120320,2
1249286354334294016,1
1249291697026146304,3
1249292439678005248,1
1249292824987569920,2
1249293267646189568,1
1249307003232583680,3
1249307920359096320,0
1249317044912300032,0
1249335883591024640,0
1249340427460845568,2
1249350753338232832,1
1249351696767160320,0
1249359413988732928,0
1249369347925184512,2
1249375389757124608,1
1249378990575554304,2
1249393738658590720,0
1249396400783269888,1
1249404346581889024,0
1249411471806738432,2
1249426950189391872,1
1249507653958713088,1
1249591830209081088,0
1249612009454387200,1
1249614079389356032,0
1249622560112889856,0
1249623849316036608,1
1249630211878068224,0
1249631642475540480,0
1249632778985115648,0
1249635196460306432,0
1249655633479118848,2
1249655681323499520,1
1249656791383904256,1
1249658894370177024,1
1249664576502800384,1
1249668652099657728,0
1249670170420879104,2
1249671919915413504,0
1249678724351524864,1
1249681072654352384,1
1249700867063918336,2
1249706154176827136,0
1249723403906531328,1
1249724988564934656,1
1249726346210746368,0
1249729976036995072,2
1249737359870119936,0
1249742431261786112,0
1249762547961643008,0
1249764080820330496,0
1249765277975412736,1
1249769310874218496,0
1249785779875971072,1
1249785998428590080,0
1249792996041732096,0
1249797627866218496,1
1249811604536995840,1
1249813671762628608,0
1249815596793028608,1
1249962493201526784,3
1249964749196087296,0
1249967445042958336,2
1249978039263363072,0
1249979528648286208,0
1249989565613555712,0
1249997073010868224,0
1250004243668439040,0
1250012033304723456,0
1250012911017361408,0
1250016817776656384,0
1250017461182902272,3
1250017798811762688,0
1250026251521273856,0
1250027562664951808,1
1250030131969654784,0
1250033528424759296,0
1250035194192711680,1
1250038980676136704,1
1250039416850132736,1
1250041075978383104,0
1250042036205617152,0
1250043928918855680,2
1250047555511222272,0
1250051400349990912,0
1250052969913102336,0
1250062173784735488,2
1250068794241773568,0
1250069244269789184,0
1250071718179323904,2
1250073824814599936,1
1250083404294623232,0
1250093255825543168,0
1250096169910403072,2
1250098944018976768,0
1250099736914407424,0
1250100591788949504,0
1250105592896802816,0
1250107767836336128,2
1250108756215492608,2
1250110601612996608,0
1250118716882325504,1
1250139490779348992,1
1250142084759269120,2
1250176902503051264,1
1250296013341872128,1
1250297411269869568,1
1250298845914738688,0
1250300286779834368,1
1250302659740889088,1
1250304160584445952,0
1250305497665658880,0
1250311120105041920,0
1250311174106693632,2
1250318767776657408,0
1250319498244001536,0
1250327081407275008,0
1250329883932127232,0
1250331283365879808,0
1250331809373540352,1
1250344712470327296,0
1250352881397428224,1
1250361900245942272,0
1250362223232462848,0
1250366885608161280,1
1250368692371836928,0
1250372298193895424,0
1250374889091063808,0
1250378240050507520,1
1250378418681720832,1
1250380172433543168,1
1250392174656700416,0
1250400040352460800,0
1250422055196954624,0
1250423128506937088,0
1250427218653671424,2
1250430719832121088,0
1250436169696825088,0
1250436744178102272,0
1250438867481583616,0
1250439819328499712,0
1250442365162029056,0
1250443627660099584,1
1250444660247384064,1
1250453129440698368,0
1250464363862949888,0
1250476818324426752,2
1250476852327723008,1
1250497392337707008,0
1250509747691884288,0
1250531826235555840,3
1250532706938761216,0
1250558563778531328,1
1250658651523756032,0
1250665511001694208,0
1250674609776734208,3
1250679944134266880,1
1250681475521011712,0
1250683523268214784,1
1250686266921844736,1
1250691398342447104,0
1250694087247790080,0
1250699065857388288,2
1250699915619115008,1
1250707500443340800,0
1250710065822253056,0
1250724232423714816,0
1250724630513532928,0
1250727163428569088,2
1250727647459463168,3
1250729179508858880,0
1250733037383532288,0
1250742229007765504,0
1250744588467408896,1
1250746126791213056,0
1250748877004656640,0
1250751404249157632,1
1250754297601708032,0
1250754823852634112,1
1250755667331333888,0
1250757029741953024,0
1250759035793674240,2
1250761038443745280,1
1250761139669131264,0
1250761521807974400,1
1250770885751045888,0
1250773580410994688,0
1250778521301061632,1
1250778926370168832,0
1250780046702383104,1
1250780401595023104,0
1250788252329574400,2
1250796203694084096,2
1250797847789932288,0
1250800207882866688,0
1250801220043837440,0
1250810562889625600,0
1250816526346850304,1
1250817084378013696,0
1250819851314171904,1
1250825564082102272,1
1250827299429236736,0
1250829327782023168,0
1250836568429989888,1
1250837061302661120,1
1250838960118644736,1
1250846017387405312,0
1250846071993118720,1
1250847598694608896,0
1250848070771884032,0
1250848950262943488,0
1250854884938854400,3
1250857317412864000,3
1250869881614065664,1
1250871258146897920,1
1250874622721097728,2
1250885589072842752,0
1250889307092652032,1
1250900212434046720,0
1250906704738496512,1
1250982346964303872,1
1251028536858722304,1
1251042487038246912,0
1251042712062656512,0
1251049264190558208,2
1251050867849035520,0
1251056383409225728,0
1251060567386796032,0
1251071830527442688,1
1251073428825743104,0
1251077529374543872,0
1251081768389750784,1
1251082263917363200,0
1251085063175000064,1
1251085785308319488,1
1251090692849499904,1
1251091790347845632,1
1251098694906253312,1
1251099990589669120,1
1251113804227845888,2
1251122790083764224,0
1251125326333325312,0
1251126356425019136,0
1251128023274983424,0
1251128023706939136,0
1251128481779515136,0
1251139356783493120,3
1251140365815549952,0
1251145041575161856,0
1251147396811112448,0
1251158580922683136,1
1251159800592777216,0
1251165839761408000,1
1251175269777506304,0
1251178875914194688,1
1251179005644025856,1
1251200085997871104,1
1251226927823753216,0
1251242827151020032,1
1251245974095306752,0
1251382752441765888,1
1251390513275564032,0
1251397123830091520,1
1251398559821434880,0
1251401455652798464,1
1251421310040891136,1
1251422965486497536,1
1251447383189270528,2
1251448219910930432,1
1251465100554362880,0
1251472133970149120,0
1251479346264580096,0
1251483388533518336,1
1251486570152108032,0
1251489628982566912,1
1251493694223638528,0
1251498783541690368,1
1251502778415025920,1
1251546490042036224,0
1251561718867726336,0
1251567966174482432,0
1251570929618038784,0
1251572397716709120,0
1251578479189151488,0
1251585849076199424,2
1251593909869961216,0
1251615935175237632,1
1251619667799683072,2
1251641345917300736,0
1251713328197652480,1
1251756834295332864,1
1251768780394545152,0
1251805118514835456,0
1251805377932509184,0
1251812105231249408,1
1251821950122541056,1
1251825176599301888,1
1251849784400449536,1
1251853428432699136,0
1251865099180130304,0
1251875201190711296,0
1251877028040761088,3
1251879757609865216,2
1251886409499258880,0
1251887659733135104,1
1251897617799352320,1
1251905900044042240,0
1251906658600706048,0
1251910752501411840,1
1251933111102865408,2
1251944030268723200,0
1251944856538226688,0
1251945325738278912,0
1251950575123644416,2
1251957640596422656,0
1251959326471794688,1
1251962143043444736,1
1251963928197959680,3
1251968526426025984,0
1251987684312190720,1
1251994409920577536,2
1252011475041951488,0
1252092331077054464,1
1252124079982809088,3
1252139513851363328,0
1252142806019256320,0
1252154845773127680,0
1252155128674737920,0
1252156044488380416,2
1252164792938348288,0
1252165220195356672,0
1252165320686612480,1
1252177168991424512,0
1252178659298992128,0
1252181126178799616,0
1252184474072252416,1
1252184856118820864,0
1252185050961129472,1
1252189367747203072,0
1252192576565923840,1
1252194709528862720,0
1252214296529993728,1
1252221621932363520,0
1252222913069137920,1
1252227161672396800,1
1252231787490627584,0
1252232582088945664,0
1252239508025851904,1
1252240638088753152,0
1252243130012893184,0
1252247470739947520,0
1252251236017078272,2
1252258641346015232,1
1252260088229834752,0
1252261961737342720,0
1252263077283876864,1
1252266551350362112,1
1252267078284988416,0
1252269687716675584,0
1252269919124762624,2
1252270849018801920,0
1252274790750134272,0
1252275497297489920,0
1252277095377461248,0
1252280006564331520,0
1252292070900994048,1
1252299349322842112,0
1252300127731097600,0
1252304360681463808,0
1252305970308558848,0
1252317348905836288,1
1252343054054223872,1
1252344030727335936,1
1252378582082400256,1
1252379521023524864,1
1252461465510072320,0
1252496460450414336,2
1252499988350992384,1
1252511044699906048,1
1252513705125916672,0
1252526442711257088,0
1252528002497380352,0
1252536650820976640,0
1252541770539425536,0
1252543418196262912,0
1252562051840516096,1
1252562284133732352,1
1252569539843424256,0
1252569729480482816,0
1252573477195956224,2
1252575209225412608,1
1252575387877433088,0
1252575580328996864,0
1252580254021025536,2
1252589616512798720,0
1252593113329262336,0
1252600501750894336,1
1252602439263543296,1
1252604659124051968,0
1252616727093018624,0
1252622901905424384,1
1252626626958983168,1
1252640658319462400,0
1252642504249413632,2
1252645000200011520,1
1252656984211537920,1
1252663917819691008,0
1252665919664463872,0
1252690222061694720,1
1252837050069339904,0
1252849599196192768,3
1252863767177658368,0
1252864658681159680,0
1252865265848553472,0
1252866938344140800,1
1252877878129115136,0
1252878561121165312,1
1252885897760182272,0
1252896480530247680,0
1252900879184867328,0
1252914630021783552,0
1252919516390178816,1
1252927886098661120,1
1252929598846795520,0
1252931647022018304,0
1252932669240942336,1
1252937285949173504,1
1252937962049933312,1
1252939127575793664,0
1252940747734736896,0
1252942687902347264,1
1252963029278511104,0
1252976863506509824,1
1252995273523068928,1
1252996754733228032,1
1253002654688698368,1
1253006464526008320,1
1253015982521622528,0
1253020240881037312,0
1253040586468229120,0
1253042432423407616,0
1253042981491400704,2
1253070305205108736,3
1253097240891187200,1
1253204013320941568,1
1253204354485702656,0
1253217039809802240,0
1253219612612866048,0
1253223953566490624,0
1253251075978780672,3
1253257735841492736,0
1253264116095029248,0
1253266864475643904,1
1253268335460057088,0
1253270176042278912,0
1253276623106912256,0
1253286291845906432,1
1253286489498230784,0
1253290680207781888,1
1253292520479625216,1
1253294302912032768,1
1253295075003695104,0
1253302576080130048,0
1253302971623976704,1
1253306435628392448,0
1253307156192997120,0
1253312900564910080,0
1253324496490115072,1
1253344194606891008,0
1253354574347468800,0
1253372104180994048,0
1253375943416188928,2
1253379184786845696,0
1253379919532433408,0
1253389307580121088,0
1253395758524530688,3
1253410308074303488,0
1253432449888956416,1
1253453813530443520,2
1253553361988747264,0
1253563026462121984,1
1253569200616017920,1
1253588502513618688,0
1253605610999943168,3
1253620275058442240,0
1253620744879247104,1
1253620931882336256,1
1253621823109041920,1
1253635298594095104,0
1253654610566426624,0
1253665443597910016,0
1253689870884704256,0
1253704281879912448,0
1253707686832717824,0
1253721332539445248,0
1253727495972696064,0
1253729995933003520,1
1253730432224501504,1
1253737697153298432,1
1253746583616847872,0
1253747653579587584,3
1253760579224965120,3
1253761429330628608,1
1253764605870030848,0
1253765602956713984,0
1253776160087068672,0
1253819515030437888,1
1253950587294580736,0
1253960420760653824,1
1253964509586358272,1
1253970089751252736,2
1253971999820525568,3
1253974211078561536,3
1253976749592981504,0
1253986854124359680,0
1253986860742979584,0
1253991802941603840,2
1253996266071175168,3
1253998697811267584,3
1254015694636752896,3
1254016222846484480,1
1254037567307239424,1
1254041705873059840,0
1254049037428326400,0
1254049573078777856,0
1254051640614760448,1
1254052795298111488,1
1254059055007612928,0
1254071904274693888,0
1254078611977646080,2
1254081484778070016,0
1254087547703214080,1
1254088687773769728,3
1254093904523247616,1
1254100010670710784,1
1254115333058842624,3
1254138258470076416,0
1254149010195124224,0
1254151507005628416,0
1254268775198871552,1
1254289486625869824,1
1254314105386737664,1
1254324205845389312,0
1254340385863872512,0
1254342730316238848,0
1254343048571609088,0
1254345396819767296,0
1254352142204391424,0
1254357621462765568,1
1254359073157455872,0
1254383549031088128,0
1254385001065582336,0
1254385437327663104,0
1254392011345584128,3
1254395671995711488,1
1254396222921637888,0
1254403539272679424,1
1254406896590692352,0
1254416241495887872,1
1254423843755692032,0
1254436810983444480,0
1254451981428686848,3
1254462367976562688,1
1254463970884419584,1
1254469174967128064,0
1254478122185109504,1
1254478693843509248,0
1254478949423427584,0
1254479088061943808,0
1254491001437159424,0
1254493334049087488,0
1254495164397166336,0
1254499746724679680,1
1254502251164565504,3
1254503795956035584,3
1254514768033067008,1
1254525834846629888,1
1254535692543299584,3
1254540669978398720,1
1254661377555398656,0
1254674000866934784,1
1254689008405352448,0
1254695505139040256,1
1254703676481994752,3
1254716444346023936,0
1254727289641873408,3
1254738977455775488,0
1254739362237079552,3
1254743703434006528,0
1254744643885031424,3
1254750265179361280,0
1254753250819158016,3
1254753623378137088,0
1254757174603063296,0
1254770675065057280,2
1254789245765513216,0
1254792985012834304,0
1254808729675013888,0
1254821352810446848,1
1254824227045281536,1
1254825290309787648,3
1254827491472048128,1
1254832686234890240,0
1254839887259451136,1
1254840570771578880,1
1254844309616148480,0
1254846734469140480,0
1254854295960211456,1
1254868523274420224,1
1254873131858251520,1
1254878549661683712,1
1254933831896969216,0
1254977522657144832,0
1255004520112889856,3
1255007241809334272,2
1255011449468051456,1
1255046291446542336,3
1255049208031305728,0
1255050190882508800,1
1255051359273058304,1
1255053431494127616,0
1255054311844913152,1
1255059864226840320,2
1255060575975092224,1
1255064957558931456,0
1255072224521916416,1
1255073917619716096,0
1255086557708640256,0
1255088464858689536,1
1255089648361246720,1
1255089661904633856,3
1255091609756151808,1
1255104171738570752,0
1255129731399213056,0
1255137977337970688,0
1255142496406892288,0
1255148475643121664,0
1255152431438036736,0
1255163420124631040,1
1255168927635836928,1
1255178736984625152,3
1255181241084792832,3
1255194630934626304,0
1255196083694850048,1
1255207029037314048,1
1255209159198412800,0
1255209178542608384,0
1255212037480873984,0
1255215313563660288,0
1255216656097427456,3
1255223200859947008,1
1255359177221947136,1
1255372056750952448,0
1255404093713104896,0
1255408271260860416,1
1255409399503486720,0
1255411592751198208,1
1255425162037661696,2
1255432359081623552,3
1255436498666754048,3
1255441503901622272,0
1255441651297894400,0
1255443357452689408,3
1255444676288675840,0
1255464000198004736,0
1255473226366451712,0
1255473352958935040,1
1255480422428966912,0
1255482107117387520,1
1255482789400662016,0
1255486125130612736,1
1255492236751581184,0
1255493427334123520,0
1255501215896567808,1
1255506639265968128,0
1255509339571445504,1
1255509744023932928,2
1255511528964489216,0
1255514705931706368,1
1255514929899110400,3
1255522454862249984,3
1255524775872651264,0
1255535469833719808,0
1255536200045211648,2
1255536343989587968,0
1255539175459360768,0
1255540396752592896,3
1255541219951861504,0
1255545800584835072,0
1255583083774050304,2
1255585703137873920,1
1255587813082398720,1
1255593005567835904,0
1255594906569060352,1
1255716946521108480,3
1255732960923443200,1
1255759126195511296,3
1255763484572254208,2
1255764855296069632,1
1255771580803756032,0
1255775363445198848,1
1255777601517432832,1
1255781381533302784,0
1255783562944688128,0
1255789412060999680,0
1255789783168749568,0
1255793333085011968,0
1255793442942332928,1
1255793680507645952,0
1255801555909054464,3
1255809605130731520,0
1255810932988686336,0
1255816344194502656,0
1255826463305150464,0
1255832068031946752,0
1255833027189628928,1
1255833876339007488,3
1255860544667619328,1
1255865747445813248,2
1255866811901452288,1
1255868864010780672,1
1255869054608433152,1
1255876774942162688,0
1255878642187603968,0
1255890330953678848,1
1255893466615291904,0
1255897517860028416,2
1255901356763811840,0
1255903013673275136,0
1255908698016362496,1
1255910728684404736,0
1255915394084241408,0
1255915954007089152,1
1255917459087020032,1
1255931744857009920,0
1255934282692014080,0
1255940761838858240,0
1255943553928306688,2
1255949828099637248,2
1255950713059975168,1
1255967981353525248,3
1255974884183859200,1
1255982122344615936,3
1256117338425958400,1
1256126242958573568,0
1256126310570696704,1
1256129007671705600,0
1256130409517252608,0
1256131489777016832,1
1256137675536547840,0
1256144268948840448,0
1256150437209821184,0
1256153056409944064,0
1256155266854371328,1
1256155931261513728,1
1256161128922730496,0
1256163329460011008,2
1256188888357494784,0
1256192083330838528,1
1256196740409184256,1
1256200077091225600,3
1256203594342203136,0
1256206933977108480,1
1256219589505056768,0
1256225366479450112,0
1256246759464095488,0
1256249825181531904,0
1256249852062818304,1
1256276671851790336,0
1256277720616652800,0
1256279494119342080,0
1256285155255365632,1
1256318743296303104,3
1256458684240211968,0
1256487008383401984,1
1256493223335407616,0
1256505462389968896,0
1256508559124119552,0
1256514457527869440,0
1256517505658638336,0
1256518134007283712,0
1256525994657267712,0
1256527977371840512,0
1256528511990476800,1
1256528818208194304,1
1256530878127276032,1
1256533235577827328,0
1256534371034677248,1
1256537144711094272,0
1256550806297468928,1
1256557755869126656,1
1256557989022097408,1
1256567555940024320,0
1256568660463845120,2
1256573564930732032,0
1256575347585421312,1
1256591610407727104,2
1256609248768901120,0
1256644171315793920,1
1256651900134535168,1
1256654419141242880,2
1256664622666481664,0
1256669423181729536,0
1256675918464122880,0
1256682146829414400,1
1256695857388322816,0
1256814501619474432,1
1256839273959043072,1
1256858624707756032,0
1256864032964972288,0
1256867434432258048,0
1256872949287714816,0
1256881555064184832,3
1256892237516062720,0
1256894584661127168,1
1256921440730984448,1
1256921645849153536,1
1256921707304177664,0
1256924235626356736,0
1256930886442004480,2
1256942057777704704,1
1256943566452129536,0
1256948179129548800,1
1256957695283904512,0
1256966673338372096,2
1256976854461878272,1
1256982559298326528,3
1257009180889829120,0
1257015662918225920,0
1257021995029598208,0
1257059000052523008,2
1257060253134475264,0
1257092553343721472,3
1257170783094407168,0
1257175837364887552,1
1257197803631230720,1
1257208631101198336,0
1257210213704388608,0
1257210359431168000,1
1257212998080499712,0
1257230300834299904,1
1257247369772568320,0
1257251970810818304,0
1257254948993208320,0
1257256324733247488,0
1257268163747725312,0
1257284583034322688,0
1257285412114096128,0
1257286829369364480,1
1257293185447067648,0
1257297283948912640,3
1257301225873129472,1
1257329443623833600,0
1257334135384936448,2
1257345563441405952,0
1257360689322233856,0
1257364525726261248,1
1257364661764268032,0
1257366305407152128,1
1257377254826561536,0
1257384240192380928,0
1257414904497266688,1
1257541733098929920,1
1257552513894625280,1
1257555470568521728,0
1257559692840230912,0
1257574147401625600,0
1257574353258057728,0
1257576250379509504,0
1257576605020545024,0
1257581490835271680,0
1257583919895056384,1
1257589838263525120,0
1257595002814857216,0
1257601363707658240,0
1257617871464812288,0
1257618391986319104,1
1257623819235110912,2
1257626612687921152,0
1257627659321950208,0
1257628016886321152,1
1257634075483004928,0
1257654882108084224,1
1257668082732085248,0
1257669390851608320,0
1257670321701863424,0
1257670530217512704,0
1257671390305476608,0
1257677155103883264,0
1257743218462129920,0
1257748224825348096,0
1257748530816524288,2
1257754052819116032,0
1257756057226665984,0
1257764892083437568,3
1257766366083452928,0
1257774693047848704,1
1257908630067851264,1
1257928959897059328,0
1257938704326426624,0
1257951010036813824,1
1257953092500443136,0
1257961923238387712,0
1257963227708821504,1
1257970905017470720,2
1257974774631817216,0
1257975452125343488,1
1257975653904740352,0
1257978878292897536,1
1257979717711466496,0
1257992587300003840,0
1257996810901168128,1
1258000543496187904,3
1258005245961089024,0
1258007175764590592,0
1258009495944470528,0
1258015089459953664,0
1258019699394256896,0
1258021777306984448,0
1258024244996341504,1
1258025401630232320,0
1258031167900712704,2
1258034953641701120,0
1258036518180065280,0
1258042224237051904,0
1258043169700294656,0
1258049654354333696,0
1258052161268789248,1
1258056647223775232,1
1258059641096937472,0
1258079299577556736,1
1258094181685301248,0
1258098404959358720,0
1258098624845709312,1
1258106615972220928,0
1258150824338997248,1
1258273743828398080,1
1258276066390683648,1
1258303887594979328,3
1258308739519610880,0
1258308956377812736,0
1258311579315167232,0
1258316832437567488,3
1258339355556544512,1
1258351767970107136,1
1258353748709183488,2
1258369021482843904,0
1258369297187045120,0
1258370611526733824,0
1258377800958033920,0
1258412304879796224,0
1258419633985662720,0
1258421605774036736,0
1258455295547842304,0
1258458907124662272,0
1258469519795814400,0
1258471520260820736,1
1258474858968735488,0
1258626583654543104,1
1258647236331876352,2
1258651958342287104,1
1258654809248456704,1
1258666440820957184,1
1258680508093018112,0
1258682372804890624,0
1258685901724684288,0
1258690445233750016,1
1258692634652049408,0
1258699229838671872,1
1258703865265954816,2
1258708011931090688,3
1258716364983939072,0
1258716540951813888,0
1258718073676337152,2
1258731362036715520,0
1258731624914706432,0
1258731669680467968,1
1258733286656000000,1
1258734456459984896,1
1258734606435659520,1
1258743054300741632,1
1258743332253155328,1
1258752036931321856,1
1258762338259415040,0
1258763686963019520,0
1258765692448509952,3
1258780921727197184,0
1258797972592242688,0
1258804606391463936,0
1258814607306756096,0
1258822760198889472,1
1258826501321039872,0
1258836528832360448,1
1259005124049088512,2
1259007515699875840,0
1259031408875646720,0
1259036748702760704,0
1259062345357238272,0
1259064650479677440,2
1259069154272960512,0
1259082056077844480,0
1259092878594379520,0
1259110265796399104,0
1259118814962294784,0
1259128404470894336,0
1259130318315020288,0
1259149689468981248,0
1259151970499166208,0
1259164301488803840,0
1259167865086803968,0
1259175967421009920,0
1259197033019313920,0
1259203306003595264,2
1259213415073054720,1
1259246539702239232,1
1259248535897341952,3
1259370783794761728,0
1259375902141661184,1
1259378183285202688,1
1259396215306883072,2
1259402076733476864,1
1259407424617930752,0
1259407973413195520,0
1259417164580298752,1
1259421536819298304,2
1259423571056766720,0
1259431407560032256,0
1259432467049721856,0
1259435136808091648,0
1259437640631422720,0
1259440775097704448,0
1259449593110151168,1
1259454210069934080,0
1259454341506895872,0
1259462626989522688,0
1259462898503606272,1
1259468048572002304,1
1259468116062621696,1
1259474223636140032,0
1259476257177288704,0
1259500578553634816,0
1259527425941217280,0
1259534756552769536,0
1259536347880132608,0
1259545133005012736,0
1259553039331057664,0
1259555506508763136,0
1259556025327325184,2
1259558829357969408,0
1259563986950946816,0
1259573975702736896,0
1259578154965962752,2
1259584834571304704,2
1259585318061301504,3
1259593510652653568,0
1259607068425834496,0
1259627382249533440,1
1259730236113063936,1
1259731131475377920,1
1259745710020460288,0
1259751260816891904,0
1259755146466246656,1
1259757763997118464,1
1259758368346058752,0
1259761644353224704,3
1259784722735038464,0
1259789163248975872,0
1259789848011059200,0
1259790451177066496,0
1259793929836388352,0
1259810356857356288,2
1259816437167935488,0
1259817612982325248,0
1259821189859606528,1
1259822397747757056,3
1259829582892589056,0
1259830884708028416,0
1259837658982907904,1
1259839130906787840,1
1259840308105355264,1
1259843837729660928,2
1259844584684883968,1
1259845244998291456,1
1259845720837885952,0
1259848464424468480,1
1259864489761136640,0
1259869329191034880,1
1259870631056809984,0
1259872822178058240,0
1259878565665034240,2
1259883648901316608,0
1259885319865982720,2
1259892890614063104,1
1259896585539944448,1
1259914228087095296,1
1259929662941208320,0
1259960613788438528,0
1260069112883154688,0
1260079389422821120,1
1260088077558648832,1
1260103770798784512,1
1260104945417756672,1
1260109447126449920,1
1260123798902276096,0
1260125360626315264,0
1260142316922245120,0
1260144086067171328,0
1260144141381533696,0
1260149215201824768,3
1260153536517726208,0
1260167601524625408,0
1260168858993819648,0
1260172056991338496,1
1260172376005906432,0
1260181380929110016,1
1260187362736443136,2
1260195087469944832,2
1260199710951956480,1
1260202699724914688,2
1260204999889629184,1
1260209393460707328,1
1260217802289491968,2
1260219686924549888,2
1260220909778079488,1
1260230736642289664,1
1260233404198592512,0
1260252915983421440,1
1260256581687664640,1
1260262208006742016,1
1260268690488143872,1
1260272000305676288,2
1260281295814393856,1
1260291470440964096,2
1260309621299982336,1
1260317554121285632,0
1260323785670082304,1
1260330359872421888,1
1260397790712270848,1
1260423288377008128,0
1260436086637166336,0
1260449669412466688,3
1260456080150315008,0
1260460951666597888,0
1260480657177927680,0
1260483191036686336,0
1260501031781314304,1
1260508648167690240,0
1260511322866880512,0
1260513626529713920,1
1260515706652803072,1
1260528091010600704,0
1260542912514920448,0
1260544875050733568,0
1260546260366495488,1
1260555601425436672,0
1260558318784913408,1
1260594362716749824,0
1260594418559705088,0
1260602456175714304,0
1260609540384534528,0
1260612644920340480,0
1260616560038817536,2
1260646463786254336,1
1260650489525358336,1
1260654224339161088,0
1260790190467174400,1
1260798718497914880,1
1260828370872475648,1
1260838469909307136,1
1260844070383030272,2
1260851218341146624,0
1260860501992628224,1
1260868152696753920,1
1260869845748461568,1
1260887970090975232,0
1260891306093674496,0
1260904312294838272,0
1260905762483777536,0
1260907121824206848,0
1260907596191596288,2
1260922404144132096,0
1260946671959236608,1
1260977771028905984,1
1260980129532084224,1
1260980858124730368,1
1260997380314447872,0
1261011296012644352,1
1261054436270637056,1
1261157145862647808,0
1261179794420633600,0
1261180967659634688,0
1261181855811997696,3
1261186429943795712,1
1261202240838283264,0
1261211250584891136,1
1261214525107339264,1
1261215531736195072,0
1261218828874403840,0
1261221597345730304,1
1261226944147816448,2
1261229339309375488,0
1261229918928715520,0
1261237140907872256,0
1261237684527345664,1
1261240685698732032,0
1261247567289090048,0
1261257703336353536,2
1261268259569045504,0
1261270922339717120,0
1261280151989563136,0
1261283429917888512,0
1261284232078528512,1
1261284918455386112,0
1261287885552091136,1
1261294267479310336,1
1261299806661685248,0
1261312655001899008,1
1261337705574629120,0
1261373996806934528,0
1261384179515887616,3
1261555507996905472,1
1261570615980539904,0
1261571767581245440,0
1261587527808487424,1
1261591334147801088,0
1261613385399054336,0
1261628292634939136,0
1261654388826877952,2
1261660133626650624,1
1261712757281501184,0
1261744375761117184,1
1261900698624671488,1
1261908662559428608,0
1261931662092500992,1
1261932759230095104,0
1261936199717007104,0
1261951566803881984,0
1261958145267699712,0
1261972216658439936,0
1261979609404452864,0
1261991315841200128,0
1261992521070231552,1
1261997953692176384,0
1262010299869278208,0
1262070999459213312,0
1262076030967328768,0
1262085990686101504,0
1262091546096209920,1
1262100816250503168,1
1262118621733687296,0
1262300499266715648,0
1262303771364900864,0
1262317037239533568,1
1262324610244259840,0
1262332071697166336,0
1262346434625646336,0
1262350651360763904,1
1262362609283727104,0
1262412580653608704,0
1262415871923949568,0
1262432310806425600,3
1262438270257987584,0
1262449229991235584,1
1262472437041639424,0
1262490206093090816,0
1262636500509954048,0
1262638003048103936,1
1262651539811942400,1
1262654567478681600,0
1262654774408884224,0
1262677986446278656,1
1262679117704638464,1
1262684951121625088,1
1262690027076816896,1
1262691943689134080,2
1262698088394784768,1
1262704234795012096,0
1262720877495533568,0
1262742134592945920,1
1262766580246724608,0
1262825250565296128,0
1262840624987934720,0
1262995465466810368,0
1262997010799628288,1
1263010100719030272,0
1263020888737435648,0
1263033528108933120,1
1263047705494007808,0
1263078779070623488,0
1263097207860997888,0
1263109542684102656,0
1263135501067976704,0
1263138809178394624,0
1263142797374361600,0
1263160150694793216,0
1263179964075184128,0
1263198542652473088,1
1263207749590097920,1
1263362872014503936,1
1263412538005471232,0
1263425491924639488,0
1263425506453655552,0
1263428046205444096,0
1263429867506466816,2
1263433517360447488,0
1263460933780869120,0
1263464422950998016,1
1263485881903611904,0
1263513339994558464,0
1263514972954529536,0
1263515098322264064,0
1263525761597743104,3
1263534418309926912,0
1263571683639808000,0
